4111971.68834	3.5217
4111971.68834	3.5217
4139959.38552	3.29565
4139959.38552	3.29565
4163487.54008	3.26992
4163487.54008	3.26992
6105912.37506	1.76315
6105912.37506	1.76315
1.17026E7	2.93933
1.17026E7	2.93933
1.19364E7	3.0103
1.19364E7	3.0103
1.20797E7	3.0474
1.20797E7	3.0474
1.22988E7	2.26847
1.22988E7	2.26847
1.25079E7	2.68108
1.25079E7	2.68108
1.58316E7	1.96599
1.58316E7	1.96599
1.59803E7	1.94306
1.59803E7	1.94306
1.61272E7	1.95877
1.61272E7	1.95877
1.65797E7	3.2053
1.65797E7	3.2053
1.73292E7	2.7536
1.73292E7	2.7536
1.76996E7	2.9994
1.76996E7	2.9994
1.77361E7	2.8864
1.77361E7	2.8864
1.80888E7	3.16591
1.80888E7	3.16591
1.95168E7	2.59803
1.95168E7	2.59803
1.97496E7	2.61578
1.97496E7	2.61578
2.00132E7	2.42888
2.00132E7	2.42888
2.02867E7	2.91176
2.02867E7	2.91176
2.0955E7	1.32027
2.0955E7	1.32027
2.10425E7	4.1805
2.10425E7	4.1805
2.19955E7	4.13317
2.19955E7	4.13317
2.25432E7	1.79523
2.25432E7	1.79523
2.28996E7	3.99369
2.28996E7	3.99369
2.29666E7	1.69925
2.29666E7	1.69925
2.31046E7	2.6514
2.31046E7	2.6514
2.31285E7	2.12748
2.31285E7	2.12748
2.33172E7	4.07015
2.33172E7	4.07015
2.33337E7	2.28048
2.33337E7	2.28048
2.3424E7	2.80794
2.3424E7	2.80794
2.3435E7	1.68147
2.3435E7	1.68147
2.35721E7	1.33703
2.35721E7	1.33703
2.36774E7	2.15664
2.36774E7	2.15664
2.36853E7	2.84321
2.36853E7	2.84321
2.38143E7	3.78337
2.38143E7	3.78337
2.39372E7	2.46745
2.39372E7	2.46745
2.3941E7	2.64563
2.3941E7	2.64563
2.39515E7	3.95807
2.39515E7	3.95807
2.40841E7	3.01012
2.40841E7	3.01012
2.41299E7	1.66194
2.41299E7	1.66194
2.41629E7	3.1907
2.41629E7	3.1907
2.42758E7	2.5111
2.42758E7	2.5111
2.43511E7	1.67285
2.43511E7	1.67285
2.43648E7	2.05151
2.43648E7	2.05151
2.43857E7	3.34207
2.43857E7	3.34207
2.44819E7	1.2922
2.44819E7	1.2922
2.45443E7	3.646
2.45443E7	3.646
2.46189E7	3.11142
2.46189E7	3.11142
2.47059E7	3.87678
2.47059E7	3.87678
2.47696E7	1.69676
2.47696E7	1.69676
2.48869E7	3.12178
2.48869E7	3.12178
2.51256E7	0.55878
2.51256E7	0.55878
2.51659E7	1.74582
2.51659E7	1.74582
2.52866E7	0.59222
2.52866E7	0.59222
2.5362E7	1.38696
2.5362E7	1.38696
2.54307E7	0.66758
2.54307E7	0.66758
2.55122E7	0.62897
2.55122E7	0.62897
2.5531E7	1.96725
2.5531E7	1.96725
2.56256E7	0.67512
2.56256E7	0.67512
2.56661E7	3.61126
2.56661E7	3.61126
2.58009E7	3.65809
2.58009E7	3.65809
2.59003E7	3.61709
2.59003E7	3.61709
2.59221E7	1.62573
2.59221E7	1.62573
2.59239E7	3.58978
2.59239E7	3.58978
2.59627E7	3.59995
2.59627E7	3.59995
2.59749E7	3.53295
2.59749E7	3.53295
2.59877E7	3.58106
2.59877E7	3.58106
3.16845E7	2.05251
3.16845E7	2.05251
3.19763E7	1.79669
3.19763E7	1.79669
3.21961E7	1.87539
3.21961E7	1.87539
3.24363E7	1.70007
3.24363E7	1.70007
3.25603E7	1.25433
3.25603E7	1.25433
3.26497E7	1.03583
3.26497E7	1.03583
3.27054E7	1.402
3.27054E7	1.402
3.38146E7	2.02545
3.38146E7	2.02545
3.39647E7	2.76941
3.39647E7	2.76941
3.46786E7	3.40148
3.46786E7	3.40148
3.50056E7	2.09987
3.50056E7	2.09987
3.62226E7	2.3447
3.62226E7	2.3447
3.73243E7	0.46871
3.73243E7	0.46871
3.73884E7	2.55486
3.73884E7	2.55486
3.74485E7	0.45461
3.74485E7	0.45461
3.75103E7	0.50495
3.75103E7	0.50495
3.75823E7	0.40937
3.75823E7	0.40937
3.76235E7	0.51524
3.76235E7	0.51524
3.79989E7	3.37944
3.79989E7	3.37944
3.84455E7	3.35602
3.84455E7	3.35602
3.92781E7	3.33827
3.92781E7	3.33827
9.58519E7	1.86401
9.58519E7	1.86401
9.6774E7	1.76756
9.6774E7	1.76756
1.0286E8	1.51535
1.0286E8	1.51535
1.04096E8	1.31301
1.04096E8	1.31301
1.05195E8	1.35394
1.05195E8	1.35394
1.06744E8	2.00952
1.06744E8	2.00952
1.08376E8	1.94335
1.08376E8	1.94335
1.08936E8	1.81278
1.08936E8	1.81278
1.10013E8	1.89815
1.10013E8	1.89815
1.11644E8	2.04032
1.11644E8	2.04032
1.13169E8	1.90387
1.13169E8	1.90387
1.20331E8	2.58073
1.20331E8	2.58073
1.29141E8	2.50019
1.29141E8	2.50019
1.29167E8	2.55995
1.29167E8	2.55995
1.29176E8	2.73475
1.29176E8	2.73475
1.34894E8	2.75994
1.34894E8	2.75994
1.34997E8	2.8146
1.34997E8	2.8146
1.35109E8	2.7685
1.35109E8	2.7685
1.35209E8	2.75721
