MJD	FLUX_100_300000	ERROR_100_300000
58065.500743	1.751234e-07	4.899215e-09
58066.500743	3.731567e-07	9.423138e-09
58067.500743	2.758392e-07	5.286390e-08
58068.500743	2.291773e-07	2.634972e-08
58069.500743	4.194004e-07	1.351107e-08
58070.500743	4.740192e-07	6.193648e-08
58071.500743	1.386022e-07	1.566042e-09
58072.500743	1.211326e-07	2.983039e-11
58073.500743	1.053451e-07	3.262641e-10
58074.500743	3.118028e-07	6.261664e-08
58075.500743	2.891994e-07	6.748282e-08
58076.500743	7.869646e-08	7.299258e-12
58077.500743	9.351369e-08	1.206040e-11
58078.500743	2.624069e-07	3.934134e-08
58079.500743	3.275936e-07	3.918236e-08
58080.500743	2.224404e-07	6.436389e-09
58081.500743	3.088843e-07	2.892801e-08
58082.500743	1.798329e-07	6.852999e-08
58083.500743	2.207989e-07	2.723889e-08
58084.500743	2.077496e-07	4.285943e-08
58085.500743	2.832274e-07	6.429864e-09
58086.500743	5.573114e-08	7.356005e-11
58087.500743	1.291452e-07	1.625870e-10
58088.500743	1.311155e-07	6.229416e-11
58089.500743	1.152463e-07	4.640525e-08
58090.500743	3.193777e-07	8.997730e-08
58091.500743	4.980698e-07	1.291031e-08
58092.500743	1.401087e-07	3.997312e-09
58093.500743	2.398643e-07	8.208040e-09
58094.500743	4.314421e-07	1.504103e-07
58095.500743	4.960845e-07	6.032299e-08
58096.500743	5.447731e-07	5.002295e-08
58097.500743	9.765077e-08	2.264747e-09
58098.500743	3.605685e-07	5.142448e-08
58099.500743	2.723785e-07	1.873050e-08
58100.500743	1.730360e-07	1.337805e-09
58101.500743	8.718551e-08	2.328015e-09
58102.500743	1.732823e-07	7.627687e-11
58103.500743	1.607175e-07	3.208673e-08
58104.500743	2.262290e-07	7.227136e-08
58105.500743	9.010107e-08	5.785504e-11
58106.500743	1.468520e-07	2.355223e-08
58107.500743	2.545433e-07	8.069287e-09
58108.500743	2.852332e-07	1.063231e-07
58109.500743	1.955232e-07	7.536464e-08
58110.500743	1.092642e-07	2.563605e-10
58111.500743	3.995778e-07	1.111588e-08
58112.500743	6.212316e-08	1.832975e-11
58113.500743	1.117185e-07	1.785117e-10
58114.500743	3.016630e-07	9.577744e-08
58115.500743	4.464892e-07	6.771261e-08
58116.500743	8.874743e-08	1.257148e-08
58117.500743	2.873132e-07	3.397095e-08
58118.500743	1.450560e-07	2.952503e-10
58119.500743	1.031120e-07	4.544936e-10
58120.500743	7.575774e-08	1.127711e-08
58121.500743	1.861138e-07	4.614421e-09
58122.500743	4.274631e-07	1.088572e-08
58123.500743	1.407479e-07	1.816798e-08
58124.500743	2.346043e-07	9.967255e-08
58125.500743	3.411853e-07	3.323879e-08
58126.500743	1.965359e-07	1.856603e-08
58127.500743	3.042843e-07	8.369242e-09
58128.500743	2.693905e-07	7.199215e-08
58129.500743	1.307498e-07	1.084569e-09
58130.500743	2.483653e-07	4.604778e-09
58131.500743	1.144029e-07	1.428273e-08
58132.500743	2.990297e-07	3.967566e-08
58133.500743	1.074400e-07	1.574635e-10
58134.500743	1.486027e-07	4.260016e-10
58135.500743	1.722278e-07	1.245573e-10
58136.500743	2.487905e-07	3.765816e-08
58137.500743	2.217373e-07	3.619137e-08
58138.500743	3.283322e-07	4.459524e-08
58139.500743	6.661659e-07	8.182040e-08
58140.500743	9.490337e-08	1.822795e-12
58141.500743	1.406205e-07	2.944993e-10
58142.500743	2.473673e-07	8.162331e-08
58143.500743	1.799898e-07	7.016823e-09
58144.500743	9.454990e-08	1.683031e-12
58145.500743	5.108325e-07	3.205957e-08
58146.500743	4.000145e-07	1.207346e-07
58147.500743	1.337568e-07	2.741510e-09
58148.500743	2.259468e-07	2.449671e-08
58149.500743	6.638346e-07	9.631712e-08
58150.500743	1.233798e-07	1.269809e-08
58151.500743	1.944914e-07	3.028438e-08
58152.500743	6.887344e-07	1.784487e-07
58153.500743	7.263212e-07	6.664180e-08
58154.500743	1.487266e-07	4.136062e-11
58155.500743	1.787110e-07	1.392027e-11
58156.500743	9.992146e-08	8.557600e-11
58157.500743	2.000889e-07	7.599129e-08
58158.500743	7.092245e-08	3.493540e-11
58159.500743	7.575765e-08	1.644683e-09
58160.500743	9.637030e-08	3.175327e-11
58161.500743	4.940820e-08	1.045295e-11
58162.500743	9.629122e-08	1.905395e-10
58163.500743	5.108592e-07	9.449541e-08
58164.500743	3.474078e-07	1.097390e-07
58165.500743	1.845408e-07	2.034068e-08
58166.500743	9.220376e-08	1.221397e-10
58167.500743	2.042305e-07	2.617745e-08
58168.500743	9.717271e-08	1.502772e-08
58169.500743	2.795998e-07	9.171377e-09
58170.500743	1.232412e-07	9.706514e-11
58171.500743	6.127703e-08	5.202947e-12
58172.500743	1.478563e-07	4.125693e-09
58173.500743	7.017891e-07	1.160919e-07
58174.500743	3.414408e-07	1.068149e-08
58175.500743	2.523628e-07	9.088399e-08
58176.500743	5.883169e-07	4.571375e-08
58177.500743	3.484170e-07	4.755739e-08
58178.500743	4.026698e-07	4.716306e-08
58179.500743	9.212634e-08	1.211426e-09
58180.500743	2.420426e-07	3.061636e-08
58181.500743	2.131050e-07	8.563123e-08
58182.500743	8.496293e-08	8.453805e-09
58183.500743	4.627515e-07	1.425590e-07
58184.500743	1.207113e-07	2.583751e-09
58185.500743	6.708002e-08	2.331921e-13
58186.500743	2.872335e-07	2.968539e-08
58187.500743	3.390964e-07	8.534070e-09
58188.500743	2.166754e-07	6.378301e-08
58189.500743	8.108263e-08	5.042656e-12
58190.500743	9.663326e-08	2.296317e-09
58191.500743	5.456482e-07	1.269740e-08
58192.500743	4.752179e-07	1.501891e-07
58215.500743	2.862426e-05	2.093711e-08
58216.500743	2.238598e-06	1.503661e-09
58217.500743	1.164004e-06	6.216191e-09
58218.500743	1.718321e-06	5.053089e-07
58219.500743	2.230145e-06	6.765711e-07
58220.500743	4.658590e-07	1.018955e-09
58221.500743	7.551193e-07	2.805689e-07
58222.500743	9.759159e-07	2.796412e-07
58223.500743	6.823591e-07	1.398996e-07
58224.500743	4.347673e-07	1.591742e-08
58225.500743	5.666294e-08	7.141055e-12
58226.500743	4.413883e-07	6.062147e-08
58227.500743	1.703800e-07	3.943560e-08
58228.500743	5.398027e-07	7.470883e-08
58229.500743	4.533575e-07	7.941221e-09
58230.500743	2.905855e-07	3.124026e-08
58231.500743	9.155704e-07	1.537987e-08
58232.500743	1.996670e-07	3.590626e-08
58233.500743	2.006446e-07	3.570788e-08
58234.500743	1.974748e-07	6.596146e-08
58235.500743	1.116059e-07	1.828113e-09
58236.500743	9.580286e-08	1.219594e-10
58237.500743	4.103422e-07	4.547300e-08
58238.500743	3.284767e-07	8.387681e-09
58239.500743	2.815985e-07	4.033470e-08
58240.500743	1.541793e-07	4.118841e-11
58241.500743	5.057717e-07	6.337898e-09
58242.500743	9.656404e-08	6.462368e-12
58243.500743	2.045072e-07	4.392164e-09
58244.500743	1.473257e-07	2.293837e-08
58245.500743	1.792646e-07	1.274869e-08
58246.500743	1.059360e-07	4.012616e-09
58247.500743	3.224757e-07	7.161636e-09
58248.500743	7.624333e-08	1.751010e-10
58249.500743	1.065428e-07	6.466090e-07
58250.500743	1.947318e-07	2.583506e-08
58251.500743	3.943634e-08	4.345938e-12
58259.500743	5.074289e-07	5.071431e-08
58260.500743	1.887153e-07	4.166018e-09
58261.500743	4.620761e-07	9.447868e-09
58262.500743	9.353659e-08	3.241732e-08
58263.500743	4.727396e-07	3.363838e-08
58264.500743	1.378988e-07	1.890150e-08
58265.500743	8.356405e-08	2.082567e-08
58266.500743	1.113343e-07	1.470450e-09
58267.500743	5.789574e-07	1.275076e-07
58268.500743	2.582562e-07	3.571294e-08
58269.500743	2.739499e-07	6.289296e-09
58270.500743	4.511089e-08	1.154752e-12
58271.500743	3.260683e-07	1.025634e-08
58272.500743	1.840096e-07	2.374449e-08
58273.500743	3.109524e-07	9.867107e-08
58274.500743	2.723725e-07	8.161307e-08
58275.500743	2.990012e-07	6.253862e-08
58276.500743	7.575333e-08	2.493821e-09
58277.500743	2.902374e-07	3.807313e-08
58278.500743	2.300541e-07	8.895004e-08
58279.500743	3.676300e-07	3.768090e-08
58280.500743	1.252152e-07	4.486794e-12
58281.500743	2.819891e-07	1.319565e-07
58282.500743	7.629682e-08	1.765858e-10
58283.500743	3.645588e-07	9.397413e-09
58284.500743	4.026500e-07	6.186395e-09
58285.500743	2.986156e-07	1.132235e-07
58286.500743	6.693783e-07	7.916407e-08
58287.500743	1.171339e-07	4.592675e-11
58288.500743	1.223687e-07	1.540554e-08
58289.500743	1.643626e-07	2.069562e-10
58290.500743	5.279638e-07	7.605988e-08
58291.500743	5.070616e-07	7.581911e-08
58292.500743	1.511291e-07	4.879638e-09
58293.500743	1.270071e-07	1.485088e-08
58294.500743	1.437843e-07	2.879822e-09
58295.500743	7.770657e-07	2.672147e-07
58296.500743	2.812428e-07	2.787689e-08
58297.500743	2.249554e-07	3.719688e-10
58298.500743	3.808855e-07	2.102721e-08
58299.500743	6.697448e-07	2.389453e-07
58300.500743	1.394168e-06	5.266198e-07
58301.500743	2.144979e-06	1.907544e-09
58302.500743	7.767149e-06	1.718237e-08
58304.500743	8.548848e-07	7.898732e-08
58305.500743	3.113504e-06	8.501459e-07
58306.500743	1.620283e-06	7.992070e-07
58307.500743	2.150244e-06	1.945994e-08
58308.500743	4.629077e-06	1.886312e-08
58309.500743	9.804167e-06	7.200637e-07
58310.500743	2.955833e-06	3.256589e-10
58311.500743	1.184441e-06	9.569642e-11
58312.500743	1.250014e-06	2.974325e-09
58313.500743	5.302131e-06	7.361908e-07
58314.500743	2.077192e-06	9.771776e-10
58315.500743	2.700906e-06	9.063929e-07
58316.500743	4.707941e-07	6.873924e-10
58317.500743	1.052799e-06	6.310475e-09
58318.500743	1.921517e-06	7.073323e-07
58319.500743	1.191542e-06	1.698163e-08
58320.500743	1.696696e-06	5.610171e-07
58321.500743	4.855006e-06	7.179324e-07
58322.500743	3.679374e-06	9.754781e-07
58323.500743	3.431292e-06	7.584312e-07
58324.500743	2.291661e-06	9.634891e-07
58325.500743	4.801071e-07	2.264858e-10
58326.500743	6.696330e-07	1.002536e-08
58327.500743	3.236996e-07	4.010438e-08
58328.500743	9.734023e-07	1.413222e-07
58329.500743	1.411206e-06	1.294894e-07
58330.500743	4.429825e-07	2.127780e-07
58331.500743	9.208113e-07	8.868751e-08
58332.500743	9.475070e-07	1.547897e-08
58333.500743	7.649656e-07	2.265218e-07
58334.500743	5.343561e-07	9.833071e-08
58335.500743	6.034114e-07	1.714828e-07
58336.500743	6.256134e-07	2.205162e-07
58337.500743	5.880171e-07	7.064506e-08
58338.500743	4.208910e-07	2.907749e-08
58339.500743	2.317406e-07	2.906901e-08
58340.500743	6.836616e-07	8.882021e-08
58341.500743	6.217646e-07	8.654602e-08
58342.500743	3.157681e-07	6.600927e-09
58343.500743	4.678258e-07	1.610621e-07
58344.500743	3.882998e-07	1.171365e-08
58345.500743	1.563251e-07	2.183785e-11
58346.500743	2.219221e-07	7.639868e-10
58347.500743	1.861741e-07	5.878436e-10
58348.500743	3.951378e-07	1.558252e-07
58349.500743	5.363900e-07	8.116312e-08
58350.500743	2.129592e-07	9.609633e-11
58351.500743	6.504979e-07	6.461873e-07
58352.500743	6.412125e-07	1.625734e-07
58353.500743	2.839266e-06	4.799406e-07
58354.500743	7.518771e-07	1.339884e-07
58355.500743	1.248467e-06	3.681955e-08
58356.500743	1.073561e-06	1.388259e-07
58357.500743	1.160972e-06	3.628227e-07
58358.500743	8.168672e-07	2.387403e-07
58359.500743	6.816180e-07	1.183219e-07
58360.500743	1.545918e-07	2.018570e-10
58361.500743	5.212934e-07	7.650927e-08
58362.500743	4.159777e-07	1.241282e-07
58363.500743	7.970306e-07	1.737699e-07
58364.500743	2.584669e-07	3.081341e-10
58365.500743	7.139202e-07	2.404058e-07
58366.500743	3.615698e-07	7.986893e-10
58367.500743	2.150863e-06	9.225943e-09
58374.500743	3.177140e-07	5.986252e-08
58375.500743	1.764550e-07	5.308821e-08
58376.500743	1.801270e-07	3.591884e-08
58377.500743	8.667396e-08	2.654731e-09
58378.500743	9.756331e-08	1.219117e-08
58379.500743	9.974439e-08	3.315888e-09
58380.500743	1.399364e-07	1.766700e-08
58381.500743	2.671628e-07	2.706250e-08
58382.500743	2.436133e-07	6.040955e-09
58383.500743	3.722533e-07	8.319761e-09
58384.500743	3.397953e-07	3.999774e-08
58385.500743	2.673772e-07	3.305886e-08
58386.500743	5.324729e-07	6.281676e-08
58387.500743	5.729320e-07	6.648619e-08
58388.500743	1.549089e-07	5.054449e-08
58389.500743	3.853354e-07	5.181337e-08
58390.500743	2.717139e-07	6.920962e-09
58391.500743	1.337996e-07	6.066880e-11
58392.500743	1.029407e-07	1.311252e-11
58393.500743	4.677501e-07	1.484067e-08
58394.500743	5.598242e-08	5.640516e-15
58395.500743	6.098331e-07	8.735113e-08
58396.500743	2.215908e-07	2.708892e-08
58397.500743	6.895898e-08	1.685239e-11
58398.500743	6.831414e-08	1.718646e-11
58399.500743	1.027100e-07	1.901112e-11
58400.500743	9.854384e-08	1.126497e-11
58401.500743	1.035915e-07	7.744853e-11
58402.500743	2.182418e-07	7.814738e-08
58403.500743	1.450623e-07	5.667226e-12
58404.500743	5.420535e-07	2.130899e-09
58405.500743	7.629505e-07	5.500143e-09
58406.500743	9.754972e-07	1.371531e-07
58407.500743	2.646837e-06	1.276843e-09
58408.500743	1.708402e-05	2.014564e-08
58416.500743	1.938561e-07	2.253661e-08
58417.500743	1.031570e-07	6.374108e-10
58418.500743	2.447157e-07	6.562065e-08
58419.500743	7.278532e-08	3.406827e-11
58420.500743	3.072223e-07	2.992131e-08
58421.500743	2.470105e-07	7.417730e-09
58422.500743	4.935304e-07	7.340516e-08
58423.500743	2.798489e-07	1.065689e-07
58424.500743	8.995602e-08	2.635410e-09
58425.500743	1.554453e-07	2.021454e-08
58426.500743	1.125071e-07	1.017732e-08
58427.500743	1.622614e-07	3.618725e-09
58428.500743	2.074601e-07	2.794802e-08
58429.500743	1.801242e-07	2.696778e-08
58430.500743	9.770871e-08	6.895848e-08
58431.500743	8.333117e-08	2.070082e-11
58432.500743	2.447116e-07	9.244401e-09
58433.500743	6.578493e-08	6.792272e-10
58434.500743	3.325936e-07	8.387242e-09
58435.500743	2.231692e-07	1.766355e-08
58436.500743	1.502620e-07	2.998885e-08
58437.500743	1.445057e-07	3.459127e-09
58438.500743	2.624486e-07	9.925310e-08
58439.500743	5.683416e-08	5.319283e-10
58440.500743	1.367151e-07	9.486890e-11
58441.500743	1.045506e-06	7.322961e-08
58442.500743	5.024327e-07	5.024276e-08
58443.500743	8.987206e-07	9.025236e-08
58444.500743	3.180385e-07	1.244229e-07
58445.500743	2.217689e-07	1.086849e-10
58446.500743	1.887381e-07	2.498026e-08
58447.500743	2.159464e-07	1.607443e-08
58448.500743	2.792206e-07	6.979050e-08
58449.500743	3.265110e-07	8.704341e-09
58450.500743	7.786304e-07	5.289029e-08
58451.500743	2.076906e-07	8.158580e-09
58452.500743	4.845549e-08	2.265879e-14
58453.500743	6.841773e-08	9.052881e-12
58454.500743	1.041015e-07	9.090194e-10
58455.500743	9.035911e-08	2.427331e-10
58456.500743	7.221669e-08	8.377055e-11
58457.500743	9.159611e-08	5.749172e-14
58458.500743	5.753392e-08	1.417865e-11
58459.500743	3.331527e-07	6.637394e-09
58460.500743	1.318376e-07	2.070349e-11
58461.500743	1.027033e-07	1.471638e-08
58462.500743	3.172445e-07	7.712745e-09
58463.500743	2.093857e-07	6.582944e-09
58464.500743	1.688218e-07	6.979201e-08
58465.500743	1.626686e-07	4.765423e-09
58466.500743	1.158810e-07	3.650284e-09
58467.500743	8.383291e-07	1.552464e-07
58468.500743	7.763197e-07	1.099539e-07
58469.500743	6.452234e-07	1.087749e-07
58470.500743	3.068064e-07	1.027581e-09
58471.500743	7.894603e-07	1.645272e-07
58472.500743	3.186776e-07	3.742492e-11
58473.500743	1.843103e-07	1.130916e-10
58474.500743	3.380235e-07	6.502780e-08
58475.500743	1.853499e-07	2.039259e-08
58476.500743	2.633169e-07	3.525926e-08
58477.500743	1.051442e-06	2.164941e-07
58478.500743	2.240146e-07	6.034457e-10
58479.500743	1.980743e-07	3.747730e-11
58480.500743	8.264805e-07	1.464900e-07
58481.500743	5.759334e-07	1.135320e-09
58482.500743	3.683565e-07	7.514383e-10
58483.500743	2.900657e-07	5.860812e-08
58484.500743	1.907102e-07	1.881080e-10
58485.500743	2.374419e-07	8.279062e-10
58486.500743	4.992040e-07	6.395006e-08
58487.500743	1.695232e-07	4.388670e-09
58488.500743	8.677655e-08	9.166489e-09
58489.500743	5.129995e-07	5.793827e-08
58490.500743	1.803730e-07	5.623789e-09
58491.500743	8.925871e-08	2.882949e-08
58492.500743	1.514338e-07	3.225549e-09
58493.500743	3.852531e-07	5.268916e-08
58494.500743	5.344465e-07	1.398648e-07
58495.500743	3.400984e-07	6.519634e-08
58496.500743	2.093430e-07	2.997002e-08
58497.500743	6.817654e-07	1.215170e-07
58498.500743	3.322137e-07	1.266636e-07
58499.500743	2.459497e-07	1.518745e-06
58500.500743	6.403371e-07	6.956837e-08
58501.500743	1.351567e-07	4.548050e-09
58502.500743	9.782873e-08	3.142993e-09
58503.500743	1.398949e-07	1.874796e-08
58504.500743	4.477195e-07	7.443823e-08
58505.500743	4.446382e-07	5.487510e-08
58506.500743	2.270172e-07	5.492448e-08
58507.500743	6.370062e-07	1.121269e-07
58508.500743	1.506673e-07	1.005044e-08
58509.500743	9.306285e-08	7.527034e-12
58510.500743	2.548919e-07	3.745766e-08
58511.500743	1.439687e-07	4.076227e-09
58512.500743	1.913020e-07	5.886564e-08
58513.500743	4.479813e-07	4.284120e-08
58532.500743	1.581575e-04	3.988737e-07
58533.500743	2.885511e-07	9.382612e-09
58534.500743	3.613024e-07	3.662065e-08
58535.500743	3.314561e-07	7.673238e-09
58536.500743	4.783824e-07	7.904485e-08
58537.500743	1.737047e-07	1.958503e-07
58538.500743	3.487216e-07	4.066185e-08
58539.500743	5.328711e-07	4.514078e-08
58540.500743	4.101224e-07	1.337009e-07
58541.500743	1.049315e-07	9.541112e-11
58542.500743	5.983559e-07	2.160927e-07
58543.500743	1.020997e-07	9.387417e-09
58544.500743	4.024202e-07	1.335434e-07
58545.500743	1.042882e-07	2.265648e-09
58546.500743	1.592272e-07	5.919080e-08
58547.500743	6.786817e-07	7.068515e-08
58548.500743	8.320468e-08	2.940033e-12
58549.500743	3.057884e-07	1.162676e-07
58550.500743	1.277020e-07	2.851229e-09
58551.500743	8.788561e-07	1.312477e-08
58552.500743	1.007008e-07	1.523377e-11
58553.500743	3.202358e-07	8.207009e-09
58554.500743	4.944178e-08	2.794343e-13
58555.500743	4.234056e-07	6.295684e-08
58556.500743	3.152628e-07	1.056531e-08
58557.500743	8.501301e-08	1.594948e-11
58558.500743	3.390046e-07	6.239455e-08
58559.500743	5.936259e-07	1.310114e-06
58560.500743	4.426155e-07	1.073562e-08
58561.500743	3.283015e-07	4.291754e-08
58562.500743	1.178193e-07	1.938456e-08
58563.500743	5.550295e-08	4.457746e-14
58564.500743	6.579460e-08	3.364202e-11
58565.500743	2.498662e-07	1.911580e-08
58566.500743	1.507965e-07	9.691770e-11
58567.500743	2.422573e-07	3.527972e-08
58568.500743	1.210731e-07	8.648569e-11
58569.500743	1.718272e-07	8.516728e-09
58570.500743	1.709906e-07	3.082631e-08
58571.500743	2.769447e-07	2.679440e-08
58572.500743	1.241056e-07	1.807563e-08
58573.500743	7.861259e-08	1.428776e-08
58574.500743	1.566652e-07	1.256847e-08
58575.500743	2.543807e-07	8.871111e-08
58576.500743	9.549054e-08	2.225994e-12
58577.500743	1.008808e-07	9.430330e-12
58578.500743	1.809136e-07	3.462191e-08
58579.500743	9.700958e-08	2.982770e-10
58581.500743	8.348710e-08	2.833590e-09
58582.500743	3.628417e-07	9.299149e-09
58583.500743	3.443984e-07	2.853918e-08
58584.500743	2.368005e-07	8.590047e-08
58585.500743	4.477816e-07	1.118833e-07
58586.500743	1.885582e-07	6.306364e-09
58587.500743	5.744463e-07	6.430920e-08
58588.500743	5.011234e-08	6.896675e-12
58589.500743	5.020183e-08	3.190620e-11
58590.500743	6.669080e-08	6.701624e-10
58591.500743	9.827517e-08	3.348986e-09
58592.500743	8.630742e-08	1.029633e-10
58593.500743	2.199915e-07	3.188158e-08
58594.500743	3.637373e-07	4.250137e-08
58595.500743	3.712577e-07	1.385304e-08
58596.500743	2.061861e-07	3.993326e-08
58597.500743	2.092033e-07	3.807567e-08
58598.500743	3.799307e-07	4.153302e-08
58599.500743	4.659132e-07	1.710521e-08
58600.500743	1.775028e-07	8.161347e-09
58601.500743	1.182228e-07	5.685475e-11
58602.500743	1.398609e-07	1.969520e-09
58603.500743	1.444279e-07	1.129357e-10
58604.500743	4.389922e-07	6.727424e-08
58605.500743	2.301114e-07	4.113646e-08
58606.500743	4.612033e-07	1.418133e-07
58607.500743	3.131678e-07	1.067887e-07
58608.500743	1.070308e-07	3.347817e-10
58609.500743	1.326529e-07	2.434183e-11
58610.500743	3.848153e-07	4.781471e-08
58611.500743	1.585885e-07	1.166800e-09
58612.500743	3.359198e-07	3.988895e-08
58613.500743	8.279594e-08	6.122208e-11
58614.500743	8.412804e-07	1.064714e-07
58615.500743	7.336459e-08	7.057441e-12
58616.500743	1.346695e-07	4.272900e-10
58617.500743	4.163628e-07	5.379134e-08
58618.500743	1.029574e-07	1.136722e-10
58619.500743	3.854326e-07	3.914609e-08
58620.500743	1.084366e-07	8.787129e-11
58621.500743	2.150942e-07	7.475415e-09
58622.500743	2.006145e-07	3.265934e-08
58623.500743	2.286885e-07	4.029877e-08
58624.500743	2.203370e-07	3.546463e-08
58625.500743	3.394777e-07	4.940998e-08
58626.500743	2.597031e-07	4.063331e-08
58627.500743	7.689929e-08	5.198777e-12
58628.500743	9.691300e-08	6.865081e-10
58629.500743	1.038073e-07	1.002897e-11
58630.500743	1.006372e-07	1.702200e-09
58631.500743	6.667163e-08	2.102627e-12
58632.500743	3.219234e-07	3.680899e-08
58633.500743	3.551671e-07	1.133555e-07
58634.500743	3.382319e-07	1.045051e-07
58635.500743	2.636939e-07	7.392062e-09
58636.500743	1.136487e-07	3.845367e-08
58637.500743	8.783805e-08	3.669860e-11
58638.500743	2.453742e-07	6.062966e-09
58639.500743	2.518051e-07	4.136438e-08
58640.500743	1.492686e-07	1.384643e-08
58641.500743	5.972077e-07	1.512742e-08
58642.500743	1.125371e-07	7.377553e-11
58643.500743	1.229242e-07	2.926532e-08
58644.500743	2.582400e-07	3.447954e-08
58645.500743	4.210170e-08	9.207263e-13
58646.500743	1.813611e-07	8.438689e-08
58647.500743	6.700436e-08	1.144550e-09
58648.500743	3.414376e-07	9.991015e-08
58649.500743	5.134852e-07	7.664346e-08
58650.500743	3.015537e-07	2.767028e-08
58651.500743	1.416362e-07	1.959989e-10
58652.500743	1.694071e-07	4.364782e-08
58653.500743	3.188733e-07	9.812860e-08
58654.500743	7.363967e-08	7.891699e-12
58655.500743	1.706046e-07	3.333620e-09
58656.500743	1.151667e-07	1.893941e-09
58657.500743	4.988720e-07	5.541426e-08
58658.500743	1.335819e-07	6.917503e-11
58659.500743	1.696482e-07	4.619491e-10
58660.500743	5.872233e-08	3.102821e-11
58661.500743	7.946447e-08	2.746749e-11
58662.500743	1.980025e-07	7.139457e-08
58663.500743	1.907347e-07	2.944012e-08
58664.500743	1.281261e-07	1.041784e-10
58665.500743	4.905913e-07	5.918542e-08
58666.500743	5.276341e-07	3.580558e-08
58667.500743	4.064506e-07	1.230980e-07
58668.500743	6.590246e-07	1.675225e-08
58669.500743	3.823782e-07	1.382501e-07
58670.500743	2.586444e-07	4.686759e-08
58671.500743	2.026528e-07	5.417504e-09
58672.500743	5.060834e-07	5.717154e-08
58673.500743	2.103714e-07	1.956402e-08
58674.500743	1.330938e-06	3.752530e-09
58675.500743	2.253476e-06	7.906435e-07
58676.500743	5.739690e-07	2.180278e-09
58677.500743	7.837571e-07	3.030651e-07
58678.500743	8.932640e-07	2.264700e-09
58679.500743	1.729823e-06	1.755946e-09
58680.500743	1.457990e-06	3.935667e-09
58681.500743	1.149615e-06	9.516781e-11
58682.500743	2.227034e-06	2.742146e-11
58683.500743	5.110997e-06	7.309440e-07
58684.500743	5.957105e-07	6.790871e-10
58685.500743	8.868756e-07	3.808248e-10
58686.500743	1.947959e-06	3.678951e-09
58687.500743	3.393051e-06	7.765489e-07
58688.500743	8.733156e-07	3.979548e-09
58689.500743	8.764849e-07	2.791379e-09
58690.500743	5.709308e-06	7.573645e-07
58691.500743	8.071513e-07	8.824927e-10
58692.500743	3.551031e-07	7.707501e-11
58693.500743	8.556667e-07	2.514440e-07
58694.500743	4.949925e-07	6.767373e-08
58695.500743	4.836492e-07	1.565688e-08
58698.500743	8.600238e-07	1.588310e-08
58699.500743	5.005134e-07	3.627030e-08
58700.500743	1.521204e-07	5.391130e-09
58701.500743	1.439168e-07	1.941387e-08
58702.500743	5.043515e-07	1.487320e-08
58703.500743	6.875858e-07	1.599463e-08
58704.500743	1.713164e-07	1.169708e-08
58705.500743	1.577763e-07	6.422145e-09
58706.500743	1.422217e-07	5.753171e-08
58707.500743	4.230884e-07	4.152844e-08
58708.500743	7.814297e-08	4.560670e-10
58709.500743	1.631723e-07	6.226532e-11
58710.500743	3.199375e-07	2.669077e-08
58711.500743	1.642567e-07	2.210164e-10
58712.500743	5.857947e-07	1.410045e-08
58713.500743	1.456836e-07	6.210405e-11
58714.500743	1.648650e-07	1.906836e-08
58715.500743	4.194170e-07	1.391036e-07
58716.500743	1.053686e-07	1.605063e-11
58717.500743	1.454980e-07	8.066310e-10
58718.500743	1.702857e-07	1.616683e-10
58719.500743	1.674256e-07	1.715970e-08
58720.500743	7.969388e-07	1.363910e-08
58721.500743	1.261295e-07	2.258190e-10
58722.500743	1.101854e-07	2.736203e-09
58723.500743	1.334588e-06	2.345887e-08
58724.500743	1.505536e-07	1.215902e-10
58725.500743	3.110468e-07	1.788475e-09
58726.500743	4.337244e-07	9.982063e-09
58727.500743	1.557836e-07	1.720752e-10
58728.500743	1.995821e-07	6.588526e-10
58729.500743	7.719184e-07	2.353428e-07
58730.500743	3.183790e-07	8.790180e-09
58731.500743	1.716323e-07	9.067293e-11
58732.500743	2.580501e-07	8.309097e-08
58733.500743	2.999764e-07	7.846198e-10
58734.500743	4.497488e-07	1.172227e-07
58735.500743	3.867602e-07	3.053505e-08
58736.500743	3.589373e-07	8.077043e-08
58737.500743	1.189985e-07	3.547723e-09
58738.500743	7.157654e-08	4.995029e-11
58739.500743	4.406153e-08	1.435953e-11
58740.500743	1.450475e-07	3.865708e-08
58741.500743	1.778654e-07	5.306506e-10
58742.500743	3.543460e-07	3.032215e-08
58743.500743	1.291951e-07	1.929844e-08
58744.500743	2.857427e-07	2.564377e-08
58745.500743	2.353469e-07	8.213396e-09
58746.500743	2.867823e-07	4.400292e-08
58747.500743	2.149506e-07	2.868621e-08
58748.500743	1.281244e-07	1.595037e-09
58749.500743	1.398904e-07	5.877745e-09
58750.500743	2.146899e-07	4.060131e-08
58751.500743	4.946500e-07	1.368629e-08
58752.500743	2.303132e-07	3.624193e-08
58753.500743	4.703323e-08	9.594505e-12
58754.500743	1.057149e-07	2.048314e-09
58755.500743	3.738566e-07	3.819842e-08
58756.500743	2.694827e-07	3.869127e-08
58757.500743	3.232352e-07	2.608541e-08
58758.500743	3.637344e-07	4.846431e-08
58759.500743	5.191292e-07	5.964595e-08
58760.500743	1.943116e-07	2.757429e-08
58761.500743	4.508353e-07	4.598426e-08
58762.500743	1.335188e-07	2.612399e-11
58763.500743	1.796052e-07	7.222110e-08
