MJD	FLUX_100_300000	ERROR_100_300000
56232.500743	4.559845e-07	1.486958e-07
56233.500743	1.569549e-07	1.075823e-09
56234.500743	2.253357e-07	2.920868e-08
56235.500743	4.263713e-07	1.690220e-07
56236.500743	1.543345e-07	9.283428e-08
56237.500743	7.767334e-07	1.890604e-07
56238.500743	3.809083e-07	5.462082e-08
56239.500743	7.045284e-08	2.436703e-11
56240.500743	1.711322e-07	5.449792e-08
56241.500743	4.347871e-07	5.312400e-08
56242.500743	4.118611e-07	7.332181e-08
56243.500743	8.755088e-07	2.395911e-07
56244.500743	1.648434e-07	6.673029e-09
56245.500743	4.740352e-07	4.271237e-08
56246.500743	3.660357e-07	1.456686e-07
56247.500743	5.786579e-07	2.084085e-07
56248.500743	5.688120e-07	8.241543e-08
56249.500743	2.853026e-07	4.042026e-08
56250.500743	2.279536e-07	8.169706e-08
56251.500743	4.618251e-07	5.904501e-08
56252.500743	7.363766e-07	7.620208e-08
56253.500743	5.046126e-07	1.640831e-07
56254.500743	6.026267e-07	7.119920e-08
56255.500743	1.854602e-07	9.706247e-10
56256.500743	3.128459e-07	3.628089e-08
56257.500743	4.794989e-07	7.904908e-08
56258.500743	4.941086e-07	1.453373e-07
56259.500743	5.893927e-07	1.559797e-07
56260.500743	1.442173e-07	3.059085e-10
56261.500743	2.987990e-07	3.880462e-08
56262.500743	2.518585e-07	8.969896e-08
56263.500743	4.987513e-07	1.563959e-07
56264.500743	5.443717e-07	1.924191e-07
56265.500743	3.630014e-07	1.429508e-07
56266.500743	7.884438e-07	2.453896e-07
56267.500743	4.179046e-07	5.855096e-08
56268.500743	7.697200e-07	1.996670e-07
56269.500743	1.334464e-07	1.381066e-08
56270.500743	1.277573e-07	2.097774e-08
56271.500743	1.477288e-07	6.058686e-08
56272.500743	6.207515e-07	2.327081e-07
56273.500743	6.015618e-07	1.795009e-07
56274.500743	4.396187e-07	6.848137e-08
56275.500743	8.855926e-08	1.576669e-08
56276.500743	9.732007e-07	2.694688e-07
56277.500743	5.025830e-07	4.714072e-08
56278.500743	6.159116e-07	1.149205e-07
56279.500743	5.970181e-08	4.970286e-11
56281.500743	6.869110e-07	2.386419e-07
56282.500743	8.609034e-08	6.838804e-11
56283.500743	8.423563e-08	2.597936e-12
56284.500743	7.505843e-07	1.976350e-07
56285.500743	1.174491e-07	3.958854e-11
56286.500743	5.262377e-08	8.015004e-12
56287.500743	3.233458e-07	1.076179e-07
56288.500743	5.310371e-07	2.395545e-07
56289.500743	2.093154e-07	1.053557e-07
56290.500743	2.152472e-07	7.856939e-08
56291.500743	8.646995e-08	1.644045e-11
56292.500743	1.541707e-07	1.981298e-08
56293.500743	3.393082e-07	1.183170e-07
56294.500743	2.442841e-07	2.216724e-08
56295.500743	6.383027e-07	1.280254e-07
56296.500743	1.429189e-07	2.468400e-08
56297.500743	5.242647e-07	7.400624e-08
56298.500743	7.835800e-08	1.775774e-11
56299.500743	4.848092e-07	1.607647e-07
56300.500743	7.799583e-08	1.747453e-11
56301.500743	5.299202e-07	1.765960e-07
56302.500743	1.967179e-07	6.279799e-10
56303.500743	1.822628e-07	6.111636e-10
56304.500743	1.791047e-07	1.333227e-09
56305.500743	2.248334e-07	4.104162e-08
56306.500743	1.951969e-07	3.329067e-07
56307.500743	1.775308e-07	5.620347e-08
56308.500743	4.871548e-07	1.040599e-07
56309.500743	5.863988e-08	5.197267e-12
56310.500743	7.458420e-07	2.055279e-07
56311.500743	7.601114e-07	2.435488e-07
56312.500743	7.692342e-07	2.065235e-07
56313.500743	2.591514e-07	1.251986e-09
56314.500743	5.414728e-07	1.620223e-08
56315.500743	6.040470e-08	3.250479e-11
56316.500743	1.103024e-06	3.400262e-07
56317.500743	3.863488e-07	1.462382e-07
56318.500743	5.718129e-08	6.199219e-12
56319.500743	4.178596e-07	1.541269e-07
56320.500743	1.737665e-07	2.488975e-10
56321.500743	1.633268e-07	9.775944e-11
56322.500743	1.386014e-07	1.273854e-08
56323.500743	7.866969e-07	1.081732e-07
56324.500743	5.885018e-07	2.023590e-07
56325.500743	1.037216e-06	2.369822e-08
56326.500743	1.715289e-07	2.247873e-08
56327.500743	2.944759e-07	4.909825e-08
56328.500743	4.970812e-07	1.097279e-07
56329.500743	4.568470e-07	2.463087e-07
56330.500743	5.660752e-07	1.886194e-07
56331.500743	3.110855e-07	1.314701e-07
56332.500743	7.828718e-07	2.348342e-07
56333.500743	1.011907e-06	2.738387e-07
56334.500743	1.329738e-07	2.409023e-10
56335.500743	7.203358e-07	7.897744e-08
56336.500743	7.526166e-07	1.538411e-07
56337.500743	7.101998e-07	8.654234e-08
56338.500743	1.939568e-07	3.307202e-08
56339.500743	4.483623e-07	1.485286e-07
56340.500743	1.778191e-07	1.837391e-08
56341.500743	1.229817e-07	2.439948e-10
56342.500743	7.868406e-07	2.209734e-07
56343.500743	7.038288e-07	8.731446e-08
56344.500743	2.585899e-07	8.659110e-08
56345.500743	5.565857e-08	6.589369e-11
56346.500743	1.644145e-07	1.372221e-09
56347.500743	1.707378e-07	1.541665e-09
56348.500743	7.226089e-07	1.913253e-07
56349.500743	4.699230e-07	1.164521e-07
56350.500743	1.717432e-07	4.699137e-08
56351.500743	4.544316e-07	4.559268e-08
56352.500743	2.895276e-07	5.022594e-08
56353.500743	4.255602e-07	3.945829e-08
56354.500743	5.483110e-07	1.570923e-07
56355.500743	4.587827e-07	1.454840e-07
56356.500743	2.516517e-07	7.318436e-08
56357.500743	2.896912e-07	1.099428e-07
56358.500743	4.879458e-07	7.254645e-08
56359.500743	4.777503e-07	1.558014e-07
56360.500743	4.587881e-07	7.336183e-08
56361.500743	4.477753e-07	1.731643e-07
56362.500743	5.762329e-07	1.941006e-07
56363.500743	1.086575e-07	9.780983e-11
56364.500743	4.492559e-07	1.384731e-07
56365.500743	5.350432e-07	1.904233e-07
56366.500743	7.006911e-07	7.531309e-08
56367.500743	5.987774e-07	1.722536e-07
56368.500743	4.413737e-07	6.280112e-08
56369.500743	8.585434e-07	1.168136e-07
56370.500743	8.342479e-07	4.160296e-07
56371.500743	6.117659e-07	2.423082e-07
56372.500743	1.774325e-07	3.724395e-08
56373.500743	9.858672e-07	1.701836e-07
56374.500743	8.928576e-08	4.217258e-12
56375.500743	2.376003e-07	3.187720e-08
56376.500743	2.837974e-07	3.725285e-08
56377.500743	4.175396e-07	5.323816e-08
56378.500743	2.784365e-07	1.057742e-07
56379.500743	7.948681e-07	1.252463e-07
56380.500743	1.856403e-07	8.371980e-10
56381.500743	1.540732e-07	3.095056e-09
56382.500743	1.594627e-07	1.760962e-08
56383.500743	6.567263e-07	7.010975e-08
56384.500743	1.711634e-07	4.568425e-09
56385.500743	4.413264e-07	1.372662e-07
56386.500743	2.005509e-07	2.811452e-09
56387.500743	1.396353e-07	1.762822e-09
56388.500743	8.499227e-07	5.186790e-08
56389.500743	3.446991e-07	4.204885e-08
56390.500743	2.052051e-07	3.176606e-08
56391.500743	7.745221e-08	5.397291e-11
56392.500743	1.463873e-07	2.874492e-09
56393.500743	6.850105e-07	2.199776e-07
56394.500743	3.747719e-07	8.986395e-08
56395.500743	6.481727e-07	1.866538e-07
56396.500743	2.824033e-07	3.708901e-08
56397.500743	3.229053e-07	3.739050e-08
56398.500743	1.686297e-07	3.648686e-09
56399.500743	4.027044e-07	1.228156e-07
56400.500743	7.116062e-08	3.195055e-13
56401.500743	4.119130e-07	1.359653e-07
56402.500743	1.167622e-07	2.809135e-11
56403.500743	1.802478e-07	6.396637e-11
56404.500743	4.876810e-07	6.224266e-08
56405.500743	2.364924e-07	4.256889e-08
56406.500743	6.349715e-08	2.780075e-11
56407.500743	3.103499e-07	2.541324e-08
56408.500743	8.004754e-07	4.941035e-08
56409.500743	4.013893e-07	5.581998e-08
56410.500743	7.096154e-07	8.845425e-08
56411.500743	2.384425e-07	5.037073e-08
56412.500743	4.563831e-07	9.771139e-08
56413.500743	4.037630e-07	4.847172e-08
56414.500743	6.918959e-07	1.935990e-07
56415.500743	3.464648e-07	1.101354e-07
56416.500743	5.301061e-07	4.916494e-08
56417.500743	1.796809e-07	2.970455e-08
56418.500743	5.245113e-07	1.683240e-07
56419.500743	2.846322e-07	3.213052e-08
56420.500743	5.750920e-07	5.026049e-08
56421.500743	7.990091e-07	1.816495e-08
56422.500743	4.347580e-07	1.473532e-07
56423.500743	5.226433e-07	2.074623e-07
56424.500743	5.700876e-07	8.134357e-08
56425.500743	5.952371e-07	4.318810e-08
56426.500743	5.890092e-07	1.837305e-07
56427.500743	4.074477e-07	5.119258e-08
56428.500743	8.677031e-07	1.038913e-07
56429.500743	1.196506e-06	3.253836e-07
56430.500743	2.192372e-07	4.631541e-08
56431.500743	6.197428e-07	1.985470e-07
56432.500743	7.352189e-07	8.127973e-08
56433.500743	3.066088e-07	1.181724e-07
56434.500743	8.510452e-07	8.551759e-08
56435.500743	1.123339e-07	3.362770e-11
56436.500743	1.236967e-07	1.634347e-11
56437.500743	6.583194e-07	1.991810e-07
56438.500743	2.149881e-07	1.463315e-09
56439.500743	1.155115e-07	1.259097e-10
56440.500743	7.604390e-07	1.650996e-08
56441.500743	2.698349e-07	9.746665e-08
56442.500743	1.745130e-07	2.426924e-10
56443.500743	4.824438e-07	1.413121e-07
56444.500743	7.825424e-07	2.268961e-07
56445.500743	1.890645e-07	1.070683e-08
56446.500743	8.339337e-07	4.567493e-08
56447.500743	6.436841e-08	6.492430e-12
56448.500743	2.498977e-07	3.365554e-08
56449.500743	1.139312e-07	2.022487e-10
56450.500743	4.590286e-07	7.339148e-08
56451.500743	4.113587e-07	4.654046e-08
56452.500743	1.161882e-07	3.021090e-11
56453.500743	3.229349e-07	6.744377e-09
56454.500743	1.575229e-07	2.546905e-10
56455.500743	1.627480e-07	3.717803e-09
56456.500743	1.126408e-06	2.584247e-07
56457.500743	1.766327e-07	2.029639e-08
56458.500743	4.344744e-07	1.393240e-07
56459.500743	2.261374e-07	6.912571e-08
56460.500743	7.298896e-07	4.225407e-08
56461.500743	7.660474e-07	2.674600e-08
56462.500743	3.763141e-07	5.904934e-08
56463.500743	1.573158e-07	4.990588e-08
56464.500743	2.605880e-07	1.073847e-07
56465.500743	3.634889e-07	4.704466e-08
56466.500743	5.186198e-07	1.021510e-07
56467.500743	2.748443e-07	1.067763e-08
56468.500743	1.693135e-07	4.449106e-08
56469.500743	2.887879e-07	4.452181e-08
56470.500743	3.210648e-07	6.333035e-08
56471.500743	1.010308e-07	8.928497e-12
56472.500743	2.486406e-07	6.647707e-08
56473.500743	1.693767e-07	1.099508e-09
56474.500743	3.707248e-07	4.811100e-08
56475.500743	6.561330e-07	1.487284e-08
56476.500743	7.976680e-07	2.357294e-07
56477.500743	8.858266e-07	2.633157e-07
56478.500743	4.322671e-07	1.939225e-07
56479.500743	6.922936e-07	2.413520e-07
56480.500743	2.969500e-07	9.352928e-08
56481.500743	4.808659e-07	1.840269e-07
56482.500743	2.031973e-07	4.369255e-09
56483.500743	6.565353e-07	2.081065e-07
56484.500743	1.487689e-06	3.748118e-07
56485.500743	6.102807e-07	1.988195e-07
56486.500743	2.931712e-07	1.064302e-07
56487.500743	4.279769e-07	8.177722e-08
56488.500743	6.406884e-07	1.892962e-07
56489.500743	4.450321e-07	1.378861e-07
56490.500743	5.250104e-07	1.676231e-07
56491.500743	8.019100e-07	2.700355e-07
56492.500743	3.359472e-07	1.288964e-07
56493.500743	9.215515e-07	2.974407e-07
56494.500743	5.669991e-07	7.742450e-08
56495.500743	2.499491e-07	7.789232e-11
56496.500743	5.084410e-07	1.628321e-07
56497.500743	9.093845e-08	5.622725e-12
56498.500743	1.745341e-07	2.876988e-10
56499.500743	3.364203e-07	4.544453e-08
56500.500743	2.738119e-07	6.554414e-08
56501.500743	3.841630e-07	9.970988e-08
56502.500743	8.653751e-07	1.715415e-07
56503.500743	1.922044e-07	2.713251e-08
56504.500743	4.975474e-07	2.046937e-07
56505.500743	2.497410e-07	1.699005e-06
56506.500743	4.342079e-07	1.496226e-07
56507.500743	5.539396e-07	1.853739e-07
56508.500743	1.224941e-07	1.971066e-11
56509.500743	3.793914e-07	1.044375e-07
56510.500743	2.522604e-07	6.282164e-09
56511.500743	5.791431e-07	9.120725e-08
56512.500743	1.943205e-07	3.070308e-10
56513.500743	2.321145e-07	3.035334e-08
56514.500743	5.102389e-07	8.116584e-08
56515.500743	4.177072e-07	1.409332e-07
56516.500743	4.594019e-07	8.096467e-08
56517.500743	5.782386e-07	6.180147e-08
56518.500743	2.922753e-07	7.478473e-08
56519.500743	1.234329e-07	2.609001e-10
56520.500743	1.384697e-07	7.746805e-10
56522.500743	4.696758e-07	1.130629e-08
56523.500743	4.144407e-07	4.289651e-08
56524.500743	1.407019e-07	2.027148e-08
56525.500743	6.448239e-07	1.984560e-07
56526.500743	2.608163e-07	3.612019e-08
56527.500743	2.404272e-07	4.937059e-08
56528.500743	1.711968e-07	5.917605e-08
56529.500743	1.856552e-07	3.920740e-09
56530.500743	1.152657e-07	2.764938e-11
56531.500743	2.449178e-07	5.791373e-08
56532.500743	1.807525e-07	1.804042e-10
56533.500743	8.774282e-07	1.943568e-07
56534.500743	3.743924e-07	4.903396e-08
56535.500743	1.391437e-07	9.446043e-10
56536.500743	6.246772e-07	2.835365e-08
56537.500743	5.044070e-07	2.293562e-07
56538.500743	3.704743e-07	1.267155e-07
56539.500743	1.313304e-07	3.979184e-08
56540.500743	6.138873e-07	1.693060e-07
56541.500743	2.554758e-07	9.194593e-08
56542.500743	1.212992e-07	8.715493e-10
56543.500743	2.272648e-07	1.406894e-08
56544.500743	3.905357e-07	1.368675e-07
56545.500743	3.665534e-07	1.218839e-07
56546.500743	2.328071e-07	3.113452e-08
56547.500743	3.799472e-07	7.202548e-08
56548.500743	2.967707e-07	1.067924e-07
56549.500743	8.300152e-08	4.766278e-12
56550.500743	5.037131e-07	1.583500e-07
56551.500743	3.753026e-07	1.304136e-07
56552.500743	6.196396e-07	1.572990e-07
56553.500743	1.903584e-07	6.029401e-09
56554.500743	3.391764e-07	6.751070e-08
56555.500743	1.572668e-07	4.974235e-09
56556.500743	6.383974e-08	3.657718e-11
56557.500743	4.774200e-07	1.104651e-07
56558.500743	1.876999e-07	2.758213e-08
56559.500743	4.786932e-07	6.962924e-08
56560.500743	1.986984e-07	2.000107e-11
56561.500743	3.163215e-07	5.730177e-08
56562.500743	1.802410e-07	4.356927e-09
56563.500743	2.484126e-07	4.686464e-09
56564.500743	3.923220e-07	1.343178e-07
56565.500743	4.122892e-07	5.536534e-08
56566.500743	7.215114e-07	8.319508e-08
56567.500743	4.165149e-07	1.131967e-08
56568.500743	2.491320e-07	3.623258e-08
56569.500743	4.681307e-07	6.728077e-08
56570.500743	5.027780e-07	1.736027e-07
56571.500743	1.433027e-07	3.287806e-08
56572.500743	7.909098e-07	2.043110e-07
56573.500743	3.694083e-07	1.272769e-07
56574.500743	1.684552e-07	6.725396e-09
56575.500743	2.531328e-07	3.326529e-08
56576.500743	2.650781e-07	3.779249e-08
56577.500743	4.425283e-07	1.641795e-07
56578.500743	3.126050e-07	3.688396e-07
56579.500743	2.503733e-07	2.984403e-08
56580.500743	5.501545e-07	1.810581e-07
56581.500743	7.244753e-07	2.229506e-07
56582.500743	1.685599e-07	5.767504e-08
56583.500743	6.595074e-07	1.818752e-07
56584.500743	3.084415e-07	1.023051e-08
56585.500743	1.049000e-07	1.175962e-10
56586.500743	1.117495e-07	4.282871e-08
56588.500743	3.795871e-07	1.278267e-07
56589.500743	6.988180e-07	1.490150e-08
56590.500743	5.937315e-08	1.807256e-10
56591.500743	1.112149e-06	3.863082e-07
56592.500743	6.795983e-07	2.370513e-07
56593.500743	8.516957e-07	2.536949e-07
56594.500743	2.344275e-07	1.147035e-10
56595.500743	6.240786e-07	5.773027e-08
56596.500743	5.740756e-07	1.828099e-07
56597.500743	3.196663e-07	3.672037e-08
56598.500743	1.247845e-07	1.117974e-09
56599.500743	5.233590e-07	1.461921e-07
56600.500743	4.605490e-07	1.366439e-07
56601.500743	6.554121e-07	1.914701e-07
56602.500743	7.675338e-07	1.833198e-08
56603.500743	2.667316e-07	1.011875e-07
56604.500743	5.368109e-07	1.654944e-07
56605.500743	1.643084e-07	1.694965e-08
56606.500743	6.373718e-08	3.955184e-11
56607.500743	2.516125e-07	4.608341e-08
56608.500743	2.164036e-07	2.077026e-10
56609.500743	1.147792e-07	4.571418e-08
56610.500743	4.094086e-07	5.287103e-08
56611.500743	7.642502e-08	9.029904e-12
56612.500743	1.504267e-07	2.857721e-09
56613.500743	3.651946e-07	5.789300e-08
56614.500743	4.092571e-07	9.906308e-09
56615.500743	3.293786e-07	4.953881e-08
56616.500743	3.180353e-07	1.130898e-07
56617.500743	1.521018e-07	3.518385e-12
56618.500743	4.731927e-07	1.342189e-08
56619.500743	6.692424e-08	6.193935e-11
56620.500743	5.977464e-07	1.579220e-07
56621.500743	1.028790e-07	2.706300e-08
56622.500743	1.772930e-07	8.264744e-09
56623.500743	6.535445e-07	6.390918e-08
56624.500743	6.157070e-07	1.079638e-07
56625.500743	1.210094e-07	7.804861e-11
56626.500743	6.481948e-07	4.523323e-08
56627.500743	2.153369e-07	3.730259e-08
56628.500743	4.956938e-07	1.230834e-08
56629.500743	5.735248e-07	3.619506e-08
56630.500743	5.115834e-07	5.616675e-08
56631.500743	6.089221e-07	1.634298e-07
56632.500743	4.351297e-07	1.318039e-09
56633.500743	2.913368e-07	2.890876e-10
56634.500743	1.852809e-07	4.205909e-09
56635.500743	3.094145e-07	2.018534e-08
56636.500743	2.049989e-07	2.210563e-08
56637.500743	3.244212e-07	1.438316e-07
56638.500743	3.920065e-07	1.422799e-07
56639.500743	1.055900e-07	6.660215e-12
56640.500743	5.448110e-07	5.933566e-08
56641.500743	4.897902e-07	1.284621e-07
56642.500743	1.706437e-07	2.318547e-10
56643.500743	4.730363e-08	4.076535e-11
56644.500743	1.030681e-06	9.758881e-08
56645.500743	4.659095e-07	1.029339e-07
56646.500743	6.305381e-07	2.375382e-07
56647.500743	5.175634e-07	3.760946e-08
56648.500743	4.568544e-07	1.644811e-07
56649.500743	2.951558e-07	4.393350e-08
56650.500743	9.939873e-08	1.570368e-08
56651.500743	5.052577e-07	1.601828e-07
56652.500743	3.869908e-07	1.306972e-07
56653.500743	1.149362e-07	4.815396e-11
56654.500743	2.232031e-07	3.266673e-08
56655.500743	7.458759e-07	1.117033e-07
56656.500743	4.601590e-07	1.534510e-07
56657.500743	8.483839e-07	2.376171e-07
56658.500743	1.343567e-07	8.585918e-11
56659.500743	1.349140e-07	4.842047e-08
56660.500743	3.864981e-07	1.073751e-07
56661.500743	3.544139e-07	5.038441e-08
56662.500743	6.613075e-07	1.749856e-07
56663.500743	2.683246e-07	3.845997e-08
56664.500743	1.313365e-07	2.003704e-08
56665.500743	1.174613e-07	2.480128e-08
56666.500743	6.638102e-07	1.906815e-07
56667.500743	1.947951e-07	6.397880e-09
56668.500743	2.675142e-07	2.401596e-08
56669.500743	6.759356e-07	6.852206e-08
56670.500743	6.331961e-07	1.936439e-07
56671.500743	2.700349e-07	9.236885e-08
56672.500743	2.929378e-07	8.943761e-09
56673.500743	3.805316e-07	7.603903e-08
56674.500743	4.752888e-07	6.840855e-08
56675.500743	2.253513e-07	1.458165e-09
56676.500743	3.978818e-07	4.922101e-08
56677.500743	5.531963e-07	1.622953e-07
56678.500743	5.647726e-07	1.271190e-08
56679.500743	2.821815e-07	8.098974e-08
56680.500743	5.216379e-07	1.140175e-07
56681.500743	2.865231e-07	1.831135e-08
56682.500743	2.509379e-07	5.212729e-09
56683.500743	5.044036e-07	1.445202e-07
56684.500743	7.374165e-07	1.676289e-07
56685.500743	1.241004e-06	7.609922e-08
56686.500743	3.236287e-07	1.233998e-07
56687.500743	3.311614e-07	7.753984e-08
56688.500743	5.696209e-07	9.317604e-09
56689.500743	3.466501e-07	5.854631e-08
56690.500743	1.156025e-06	3.393872e-07
56691.500743	6.086216e-08	2.532822e-11
56692.500743	1.030392e-06	1.632699e-07
56693.500743	8.944456e-07	2.456523e-07
56694.500743	3.374706e-07	3.746488e-08
56695.500743	6.316981e-07	2.226166e-07
56696.500743	9.720683e-07	1.452292e-07
56697.500743	5.121711e-07	5.338956e-08
56698.500743	7.329422e-07	8.427582e-08
56699.500743	4.430182e-07	1.438254e-07
56700.500743	7.436661e-07	2.065098e-07
56701.500743	3.970614e-07	8.319645e-09
56702.500743	2.922489e-07	5.513866e-08
56703.500743	8.480666e-07	8.330556e-08
56704.500743	3.042082e-07	1.117808e-07
56705.500743	9.621194e-07	1.182115e-07
56706.500743	6.017313e-07	9.157534e-08
56707.500743	1.014953e-06	2.560088e-07
56708.500743	6.058483e-07	1.740561e-07
56709.500743	4.253007e-07	5.613995e-08
56710.500743	3.883847e-07	6.991583e-08
56711.500743	3.571633e-07	2.418990e-08
56712.500743	9.240289e-07	9.794568e-08
56713.500743	4.843066e-07	4.921318e-08
56717.500743	5.117277e-07	5.117762e-08
56718.500743	9.317039e-08	1.325173e-10
56719.500743	2.266105e-07	1.230016e-08
56720.500743	2.584259e-07	8.083094e-08
56721.500743	3.303844e-07	1.200935e-07
56722.500743	3.085224e-07	8.296117e-08
56723.500743	6.819423e-07	8.452651e-08
56724.500743	4.270457e-07	3.298551e-08
56725.500743	6.698331e-07	1.718018e-07
56726.500743	2.874632e-07	3.407415e-07
56727.500743	2.147568e-07	7.769751e-08
56728.500743	4.082221e-07	1.406829e-07
56729.500743	3.479913e-08	2.799722e-10
56730.500743	7.904226e-08	7.216876e-11
56731.500743	6.386609e-07	2.012035e-07
56732.500743	5.180184e-07	6.630102e-08
56733.500743	7.236230e-07	1.657829e-07
56734.500743	7.209710e-07	8.495877e-08
56735.500743	3.337471e-07	1.137089e-07
56736.500743	1.672363e-07	8.093407e-10
56737.500743	5.978052e-07	1.692384e-07
56738.500743	1.801627e-07	5.459360e-08
56739.500743	5.264898e-07	5.159020e-08
56740.500743	5.073848e-07	4.434890e-08
56741.500743	3.552578e-07	1.726514e-07
56742.500743	6.110494e-07	3.247366e-08
56743.500743	8.249959e-07	2.849277e-07
56744.500743	6.495048e-07	9.665119e-08
56745.500743	5.629643e-07	2.276787e-07
56746.500743	2.867885e-07	5.380461e-08
56747.500743	5.264433e-07	1.543351e-07
56748.500743	2.718741e-07	1.090211e-07
56749.500743	8.634830e-07	1.588362e-07
56750.500743	3.804327e-07	4.555882e-08
56751.500743	6.506704e-07	1.815771e-07
56752.500743	5.963668e-07	6.005549e-08
56753.500743	5.199668e-07	5.628419e-08
56754.500743	6.146117e-07	8.879268e-08
56755.500743	2.445978e-07	7.748721e-08
56756.500743	4.033933e-07	1.160617e-07
56757.500743	6.049798e-07	7.531614e-08
56758.500743	7.323972e-07	2.167269e-07
56759.500743	2.020984e-07	5.380008e-09
56760.500743	4.255393e-07	4.439106e-08
56761.500743	5.486013e-08	1.540559e-11
56762.500743	2.250866e-07	4.869436e-08
56763.500743	5.098054e-08	1.057279e-11
56764.500743	3.816308e-07	3.735091e-08
56765.500743	1.242308e-07	2.819970e-09
56766.500743	6.898998e-07	8.151186e-08
56767.500743	3.070070e-07	1.109468e-07
56768.500743	7.551373e-07	9.034407e-08
56769.500743	6.370705e-07	1.699359e-07
56770.500743	7.778079e-07	7.030066e-08
56771.500743	7.187647e-07	7.805673e-08
56772.500743	4.527760e-07	4.389592e-08
56773.500743	4.504534e-07	8.952620e-09
56774.500743	9.773001e-07	2.079570e-07
56775.500743	5.377076e-07	1.441834e-07
56776.500743	5.142358e-07	5.418117e-08
56777.500743	3.903424e-07	2.626086e-08
56778.500743	4.339791e-07	6.709399e-08
56779.500743	5.406051e-07	1.379458e-07
56780.500743	6.708341e-07	1.653025e-07
56781.500743	1.616236e-07	6.225978e-09
56782.500743	3.999762e-07	1.216008e-07
56783.500743	3.369779e-07	7.206304e-08
56784.500743	5.431941e-07	4.784816e-08
56785.500743	1.439568e-07	5.892442e-09
56786.500743	1.122135e-07	3.775534e-11
56787.500743	3.571183e-07	4.604748e-08
56788.500743	6.190908e-07	5.162267e-08
56789.500743	7.189450e-07	8.001535e-08
56790.500743	7.736151e-07	2.369412e-07
56791.500743	1.245278e-07	3.205744e-09
56792.500743	6.617396e-07	8.669560e-08
56793.500743	5.302065e-07	4.463520e-08
56794.500743	6.053789e-07	2.346736e-07
56795.500743	1.746937e-07	5.097748e-10
56796.500743	1.867842e-07	4.548098e-08
56797.500743	3.386114e-07	1.416278e-07
56798.500743	4.077510e-07	1.525328e-07
56799.500743	1.832293e-07	9.662667e-10
56800.500743	1.607661e-07	4.909955e-09
56801.500743	1.988999e-07	8.049370e-08
56802.500743	1.808956e-07	3.800209e-10
56803.500743	1.943817e-07	3.025771e-08
56804.500743	4.458782e-07	1.731398e-07
56805.500743	1.105102e-07	1.084062e-10
56806.500743	7.255338e-08	2.055650e-12
56807.500743	1.126127e-07	8.985602e-12
56808.500743	6.833076e-07	2.340587e-07
56809.500743	5.810091e-07	1.933887e-07
56810.500743	6.358630e-07	3.127148e-07
56811.500743	3.233992e-07	1.379315e-07
56812.500743	3.028127e-07	4.228089e-08
56813.500743	2.615971e-07	2.723783e-08
56814.500743	2.394914e-07	3.600413e-08
56815.500743	3.962541e-07	9.088016e-08
56816.500743	6.838127e-07	2.017009e-07
56817.500743	4.936359e-07	1.567813e-07
56818.500743	6.497056e-07	2.049262e-07
56819.500743	6.778128e-07	1.601338e-08
56820.500743	6.060535e-07	2.098829e-07
56821.500743	7.499841e-07	1.283194e-07
56822.500743	8.685444e-07	1.920190e-07
56823.500743	1.012919e-06	5.654901e-08
56824.500743	5.785488e-07	8.111422e-08
56825.500743	6.997842e-07	2.109814e-07
56826.500743	2.365957e-07	5.388086e-09
56827.500743	1.912024e-07	1.751811e-08
56828.500743	4.260050e-08	2.954508e-11
56829.500743	2.819188e-07	2.838490e-08
56830.500743	2.154985e-07	4.137890e-08
56831.500743	1.213613e-07	2.408220e-11
56832.500743	1.705060e-07	1.046997e-10
56833.500743	3.081549e-07	1.671436e-10
56835.500743	1.236103e-07	3.840123e-09
56836.500743	2.975979e-07	6.630182e-09
56837.500743	8.775059e-08	1.550141e-10
56838.500743	1.420723e-07	1.763167e-09
56839.500743	2.438366e-07	3.376806e-08
56840.500743	1.187680e-07	1.712942e-10
56841.500743	7.646155e-08	5.510792e-12
56842.500743	1.614930e-07	1.875547e-09
56843.500743	1.103410e-07	1.291829e-10
56844.500743	5.029061e-08	3.172266e-11
56845.500743	1.236554e-07	9.657217e-12
56846.500743	9.777317e-07	2.742283e-07
56847.500743	1.665267e-07	7.486664e-10
56848.500743	5.868478e-08	3.658653e-11
56849.500743	1.577208e-07	3.478867e-09
56850.500743	4.663473e-07	1.681017e-07
56851.500743	8.869898e-08	8.074370e-12
56852.500743	5.793814e-07	2.334211e-07
56853.500743	1.213025e-07	3.484603e-11
56854.500743	3.702866e-07	1.476746e-07
56855.500743	1.392269e-07	3.688270e-08
56856.500743	2.245240e-07	9.257315e-10
56857.500743	4.494283e-07	6.196031e-08
56858.500743	1.401334e-07	3.409121e-09
56859.500743	1.620952e-07	6.303708e-08
56860.500743	1.231865e-07	3.987304e-08
56861.500743	6.542598e-07	2.248693e-07
56862.500743	2.422331e-07	6.270774e-08
56863.500743	1.717966e-06	4.987631e-07
56864.500743	1.320158e-06	4.347078e-07
56865.500743	1.708183e-07	3.227756e-09
56866.500743	2.906985e-07	1.118258e-07
56867.500743	1.948490e-07	2.524203e-08
56868.500743	1.351860e-06	3.348767e-07
56869.500743	5.989789e-07	2.066590e-07
56870.500743	8.020691e-07	2.480061e-07
56871.500743	8.070590e-07	2.305947e-07
56872.500743	8.864737e-07	1.986845e-07
56873.500743	1.322699e-07	5.193199e-12
