JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2456005.35811	14.705	0.031		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.973		OJ 287	BAA-VSS	STD				
2456005.35883	14.693	0.029		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.963		OJ 287	BAA-VSS	STD				
2456005.35956	14.718	0.030		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.979		OJ 287	BAA-VSS	STD				
2456005.36029	14.687	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.941		OJ 287	BAA-VSS	STD				
2456005.36102	14.721	0.042		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.962		OJ 287	BAA-VSS	STD				
2456005.36175	14.725	0.036		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.957		OJ 287	BAA-VSS	STD				
2456005.36248	14.718	0.014		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.967		OJ 287	BAA-VSS	STD				
2456005.36321	14.676	0.029		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.966		OJ 287	BAA-VSS	STD				
2456005.36394	14.703	0.051		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.937		OJ 287	BAA-VSS	STD				
2456005.36466	14.713	0.027		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.972		OJ 287	BAA-VSS	STD				
2456005.36539	14.694	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.955		OJ 287	BAA-VSS	STD				
2456005.36612	14.695	0.029		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.936		OJ 287	BAA-VSS	STD				
2456005.36685	14.736	0.015		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.969		OJ 287	BAA-VSS	STD				
2456005.36758	14.704	0.020		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.967		OJ 287	BAA-VSS	STD				
2456005.36831	14.713	0.025		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.939		OJ 287	BAA-VSS	STD				
2456005.36904	14.720	0.016		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.953		OJ 287	BAA-VSS	STD				
2456005.36977	14.670	0.010		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.951		OJ 287	BAA-VSS	STD				
2456005.37050	14.734	0.025		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.973		OJ 287	BAA-VSS	STD				
2456005.37123	14.701	0.016		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.949		OJ 287	BAA-VSS	STD				
2456005.37196	14.724	0.025		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.959		OJ 287	BAA-VSS	STD				
2456005.37269	14.722	0.037		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.959		OJ 287	BAA-VSS	STD				
2456005.37341	14.715	0.035		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.935		OJ 287	BAA-VSS	STD				
2456005.37413	14.687	0.027		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.956		OJ 287	BAA-VSS	STD				
2456005.37487	14.686	0.029		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.927		OJ 287	BAA-VSS	STD				
2456005.37559	14.720	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.944		OJ 287	BAA-VSS	STD				
2456005.37632	14.692	0.043		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.948		OJ 287	BAA-VSS	STD				
2456005.37705	14.721	0.024		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.975		OJ 287	BAA-VSS	STD				
2456005.37778	14.729	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.990		OJ 287	BAA-VSS	STD				
2456005.37851	14.733	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.966		OJ 287	BAA-VSS	STD				
2456005.37924	14.733	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.970		OJ 287	BAA-VSS	STD				
2456005.37997	14.704	0.031		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.937		OJ 287	BAA-VSS	STD				
2456005.38069	14.735	0.008		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.949		OJ 287	BAA-VSS	STD				
2456005.38142	14.708	0.022		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.988		OJ 287	BAA-VSS	STD				
2456005.38215	14.710	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.926		OJ 287	BAA-VSS	STD				
2456005.38288	14.672	0.023		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.929		OJ 287	BAA-VSS	STD				
2456005.38361	14.760	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.980		OJ 287	BAA-VSS	STD				
2456005.38434	14.709	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.954		OJ 287	BAA-VSS	STD				
2456005.38507	14.703	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.967		OJ 287	BAA-VSS	STD				
2456005.38580	14.741	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.989		OJ 287	BAA-VSS	STD				
2456005.38653	14.699	0.021		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.914		OJ 287	BAA-VSS	STD				
2456005.38726	14.711	0.028		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.942		OJ 287	BAA-VSS	STD				
2456005.38799	14.715	0.032		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.953		OJ 287	BAA-VSS	STD				
2456005.38872	14.705	0.030		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.969		OJ 287	BAA-VSS	STD				
2456005.38943	14.731	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.957		OJ 287	BAA-VSS	STD				
2456005.39016	14.697	0.049		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.951		OJ 287	BAA-VSS	STD				
2456005.39089	14.688	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.954		OJ 287	BAA-VSS	STD				
2456005.39162	14.710	0.016		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.974		OJ 287	BAA-VSS	STD				
2456005.39235	14.725	0.017		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.949		OJ 287	BAA-VSS	STD				
2456005.39308	14.721	0.023		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.928		OJ 287	BAA-VSS	STD				
2456005.39381	14.732	0.019		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.947		OJ 287	BAA-VSS	STD				
2456005.39454	14.735	0.029		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.929		OJ 287	BAA-VSS	STD				
2456005.39527	14.708	0.028		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.940		OJ 287	BAA-VSS	STD				
2456005.39600	14.688	0.020		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.962		OJ 287	BAA-VSS	STD				
2456005.39672	14.718	0.035		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.965		OJ 287	BAA-VSS	STD				
2456005.39745	14.717	0.033		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.961		OJ 287	BAA-VSS	STD				
2456005.39818	14.737	0.041		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.961		OJ 287	BAA-VSS	STD				
2456005.39891	14.734	0.030		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.940		OJ 287	BAA-VSS	STD				
2456005.39964	14.707	0.020		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.941		OJ 287	BAA-VSS	STD				
2456005.40037	14.731	0.023		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.927		OJ 287	BAA-VSS	STD				
2456005.40110	14.707	0.052		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.949		OJ 287	BAA-VSS	STD				
2456005.40183	14.721	0.035		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.955		OJ 287	BAA-VSS	STD				
2456005.40256	14.742	0.029		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.946		OJ 287	BAA-VSS	STD				
2456005.40328	14.727	0.036		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.944		OJ 287	BAA-VSS	STD				
2456005.40400	14.714	0.030		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.963		OJ 287	BAA-VSS	STD				
2456005.40473	14.696	0.026		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.938		OJ 287	BAA-VSS	STD				
2456005.40545	14.719	0.014		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.967		OJ 287	BAA-VSS	STD				
2456005.40618	14.750	0.022		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		15.000		OJ 287	BAA-VSS	STD				
2456005.40691	14.714	0.032		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.979		OJ 287	BAA-VSS	STD				
2456005.40763	14.711	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.959		OJ 287	BAA-VSS	STD				
2456005.40836	14.716	0.037		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.925		OJ 287	BAA-VSS	STD				
2456005.40907	14.723	0.015		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.942		OJ 287	BAA-VSS	STD				
2456005.40980	14.704	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.954		OJ 287	BAA-VSS	STD				
2456005.423	14.9			Vis.	PYG		T+1		251.02				Z				OJ 287		STD				
2456005.619641	13.853	0.109		I	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.091	Z		14.435		OJ 287		STD				
2456005.625556	14.659	0.055		V	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.095	Z		15.180		OJ 287		STD				
2456006.397	14.55			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456007.407	14.7			Vis.	PYG		S-1		251.02				Z				OJ 287		STD				
2456008.6	14.7			Vis.	MOW		NA		NA				Z				OJ 287	AAVSO	STD				
2456009.3514	14.606	0.009		V	GCO		ENSEMBLE	000-BBQ-007	1502KG	EXP.TIME 300SEC. LX200GPS 10' SBIG ST-7 DUAL CCD CAMERA'	0	1.11	Z		13.932		OJ 287	AAVSO	STD				
2456010.392	14.34			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456010.413	14.8			Vis.	PYG	U	S-2		251.02				Z				OJ 287		STD				
2456010.5	<14.2			Vis.	SHS		142		pe1975				Z				OJ 287	AAVSO	STD				
2456011.376	14.25			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456012.32	14.60			Vis.	CJE		NA		NA				Z				OJ 287	AFOEV	STD				
2456012.32986	14.8			Vis.	WKL		14.6	14.9	1071aobi				Z				OJ 287	AASABADELL	STD				
2456012.376	14.27			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456012.419	14.3			Vis.	PYG		S+3		251.02				Z				OJ 287		STD				
2456013.417	14.1			Vis.	PYG	YU	R-1		251.02	FLARE ACTIVITY			Z				OJ 287		STD				
2456014.32292	14.2			Vis.	WKL		14.2	14.6	1071aobl				Z				OJ 287	AASABADELL	STD				
2456014.32671	14.387	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.919		OJ 287	BAA-VSS	STD				
2456014.32744	14.415	0.039		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.922		OJ 287	BAA-VSS	STD				
2456014.32816	14.410	0.048		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.924		OJ 287	BAA-VSS	STD				
2456014.32889	14.385	0.039		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.974		OJ 287	BAA-VSS	STD				
2456014.32962	14.419	0.015		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.947		OJ 287	BAA-VSS	STD				
2456014.33035	14.364	0.026		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.940		OJ 287	BAA-VSS	STD				
2456014.33108	14.414	0.008		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.984		OJ 287	BAA-VSS	STD				
2456014.33181	14.385	0.025		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.948		OJ 287	BAA-VSS	STD				
2456014.33253	14.389	0.025		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.975		OJ 287	BAA-VSS	STD				
2456014.33326	14.431	0.017		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.971		OJ 287	BAA-VSS	STD				
2456014.33399	14.415	0.024		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.981		OJ 287	BAA-VSS	STD				
2456014.33472	14.443	0.015		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.941		OJ 287	BAA-VSS	STD				
2456014.33545	14.449	0.017		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.965		OJ 287	BAA-VSS	STD				
2456014.33618	14.420	0.020		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.988		OJ 287	BAA-VSS	STD				
2456014.33691	14.395	0.021		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.976		OJ 287	BAA-VSS	STD				
2456014.33764	14.418	0.028		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.960		OJ 287	BAA-VSS	STD				
2456014.33837	14.402	0.025		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.981		OJ 287	BAA-VSS	STD				
2456014.33910	14.418	0.021		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.936		OJ 287	BAA-VSS	STD				
2456014.33981	14.438	0.008		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.923		OJ 287	BAA-VSS	STD				
2456014.34054	14.432	0.013		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.933		OJ 287	BAA-VSS	STD				
2456014.34127	14.427	0.026		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.962		OJ 287	BAA-VSS	STD				
2456014.34200	14.439	0.023		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.955		OJ 287	BAA-VSS	STD				
2456014.34273	14.454	0.037		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.962		OJ 287	BAA-VSS	STD				
2456014.34346	14.427	0.027		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.919		OJ 287	BAA-VSS	STD				
2456014.34419	14.393	0.032		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.928		OJ 287	BAA-VSS	STD				
2456014.34492	14.446	0.008		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.958		OJ 287	BAA-VSS	STD				
2456014.34565	14.404	0.022		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.967		OJ 287	BAA-VSS	STD				
2456014.34638	14.411	0.010		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.942		OJ 287	BAA-VSS	STD				
2456014.34711	14.416	0.037		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.943		OJ 287	BAA-VSS	STD				
2456014.34784	14.399	0.020		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.934		OJ 287	BAA-VSS	STD				
2456014.34856	14.447	0.031		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.945		OJ 287	BAA-VSS	STD				
2456014.34929	14.412	0.028		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.918		OJ 287	BAA-VSS	STD				
2456014.35001	14.436	0.019		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.969		OJ 287	BAA-VSS	STD				
2456014.35074	14.430	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.949		OJ 287	BAA-VSS	STD				
2456014.35148	14.396	0.008		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.917		OJ 287	BAA-VSS	STD				
2456014.35221	14.464	0.019		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.945		OJ 287	BAA-VSS	STD				
2456014.35293	14.422	0.032		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.955		OJ 287	BAA-VSS	STD				
2456014.372	14.25			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456014.406	14.0			Vis.	PYG	YU	V=R		251.02				Z				OJ 287		STD				
2456015.33681	14.0			Vis.	WKL		14.2	14.0	1071aobi				Z				OJ 287	AASABADELL	STD				
2456015.3686	14.254	0.006		V	GCO		ENSEMBLE	000-BBQ-007	1502KG	EXP.TIME 900SEC. LX200GPS 10' SBIG ST-7 DUAL CCD CAMERA'	0	1.13	Z		13.915		OJ 287	AAVSO	STD				
2456015.40789	14.233	0.005		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.933		OJ 287	BAA-VSS	STD				
2456015.40861	14.248	0.018		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.918		OJ 287	BAA-VSS	STD				
2456015.40934	14.277	0.016		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.967		OJ 287	BAA-VSS	STD				
2456015.41006	14.254	0.036		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.991		OJ 287	BAA-VSS	STD				
2456015.41079	14.253	0.020		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.959		OJ 287	BAA-VSS	STD				
2456015.41152	14.229	0.014		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.936		OJ 287	BAA-VSS	STD				
2456015.41223	14.262	0.033		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.935		OJ 287	BAA-VSS	STD				
2456015.41296	14.263	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.957		OJ 287	BAA-VSS	STD				
2456015.41368	14.251	0.011		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.993		OJ 287	BAA-VSS	STD				
2456015.41441	14.236	0.006		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.962		OJ 287	BAA-VSS	STD				
2456015.41513	14.216	0.007		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.941		OJ 287	BAA-VSS	STD				
2456015.41586	14.243	0.024		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.966		OJ 287	BAA-VSS	STD				
2456015.41659	14.229	0.014		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.921		OJ 287	BAA-VSS	STD				
2456015.41730	14.215	0.014		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.925		OJ 287	BAA-VSS	STD				
2456015.41803	14.264	0.011		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.935		OJ 287	BAA-VSS	STD				
2456015.41875	14.241	0.021		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.964		OJ 287	BAA-VSS	STD				
2456015.41948	14.250	0.010		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.934		OJ 287	BAA-VSS	STD				
2456015.42021	14.256	0.033		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.962		OJ 287	BAA-VSS	STD				
2456015.64167	14.2			Vis.	SYO		137	146	6983DPC				Z				OJ 287	AAVSO	STD				
2456017.34394	14.327	0.029		V	BZU		GSC 1400-00496	GSC1400-00444	B=13.646 V=12.905	UNCERTAINTY=1-SIGMA STAT ONLY	0		Z	-10.875	-9.208		OJ 287		STD				
2456017.34844	14.929	0.053		B	BZU		GSC 1400-00496	GSC1400-00444	B=13.646 V=12.905	UNCERTAINTY=1-SIGMA STAT ONLY	0	1.000	Z	-9.753	-8.226		OJ 287		STD				
2456017.366	14.19			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456018.33633	14.342	0.044		V	BZU		GSC 1400-00496	GSC1400-00444	B=13.646 V=12.905	UNCERTAINTY=1-SIGMA STAT ONLY	0		Z	-10.809	-9.120		OJ 287		STD				
2456018.34007	14.933	0.083		B	BZU		GSC 1400-00496	GSC1400-00444	B=13.646 V=12.905	UNCERTAINTY=1-SIGMA STAT ONLY	0		Z	-9.628	-8.134		OJ 287		STD				
2456019.35762	14.499	0.034		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		15.003		OJ 287	BAA-VSS	STD				
2456019.35906	14.379	0.023		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		15.003		OJ 287	BAA-VSS	STD				
2456019.35979	14.424	0.030		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.961		OJ 287	BAA-VSS	STD				
2456019.36125	14.426	0.036		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.943		OJ 287	BAA-VSS	STD				
2456020.357	14.29			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2456023.630683	13.396	0.122		I	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.199	Z		14.455		OJ 287		STD				
2456023.636482	13.402	0.141		I	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.217	Z		14.450		OJ 287		STD				
2456024.75256	14.431	.013		V	CTX		000-BBQ-029	000-BBQ-030	6857CR		0	1.221	Z	14.560	14.899		OJ 287	AAVSO	STD				
2456025.32865	14.016	0.031		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R001-RC.FTS	0	1.445	Z	-09.998	-09.716		OJ 287	URSA	STD				
2456025.33008	14.077	0.031		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R002-RC.FTS	0	1.448	Z	-10.032	-09.682		OJ 287	URSA	STD				
2456025.33134	14.001	0.025		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R003-RC.FTS	0	1.452	Z	-10.277	-09.993		OJ 287	URSA	STD				
2456025.33259	14.027	0.025		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R004-RC.FTS	0	1.456	Z	-10.284	-09.978		OJ 287	URSA	STD				
2456025.33417	14.008	0.025		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R005-RC.FTS	0	1.459	Z	-10.265	-09.991		OJ 287	URSA	STD				
2456025.33541	14.038	0.026		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R006-RC.FTS	0	1.464	Z	-10.276	-09.979		OJ 287	URSA	STD				
2456025.33683	14.010	0.025		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R007-RC.FTS	0	1.467	Z	-10.278	-09.971		OJ 287	URSA	STD				
2456025.33796	14.017	0.025		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R008-RC.FTS	0	1.471	Z	-10.282	-09.954		OJ 287	URSA	STD				
2456025.33925	13.981	0.026		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R009-RC.FTS	0	1.475	Z	-10.268	-09.963		OJ 287	URSA	STD				
2456025.34076	13.999	0.026		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120407\OJ287-S016-R010-RC.FTS	0	1.479	Z	-10.275	-09.997		OJ 287	URSA	STD				
2456025.553889	13.607	0.134		I	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.085	Z		14.492		OJ 287		STD				
2456025.565671	14.482	0.069		V	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.091	Z		15.249		OJ 287		STD				
2456025.59373	14.44	0.03		V	DKS		000-BBQ-043	000-BBQ-029	7068IJS	ERROR: V+C POISSON;	0	1.035	Z	12.800	14.590		OJ 287		STD				
2456026.29637	14.015	0.025		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R001-RC.FTS	0	1.383	Z	-10.297	-09.997		OJ 287	URSA	STD				
2456026.29765	14.059	0.024		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R002-RC.FTS	0	1.385	Z	-10.313	-09.983		OJ 287	URSA	STD				
2456026.29926	14.019	0.023		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R003-RC.FTS	0	1.387	Z	-10.310	-10.020		OJ 287	URSA	STD				
2456026.30044	14.014	0.023		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R004-RC.FTS	0	1.389	Z	-10.311	-09.979		OJ 287	URSA	STD				
2456026.30161	14.030	0.023		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R005-RC.FTS	0	1.392	Z	-10.312	-10.544		OJ 287	URSA	STD				
2456026.30295	14.014	0.022		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R006-RC.FTS	0	1.393	Z	-10.312	-10.017		OJ 287	URSA	STD				
2456026.30399	14.041	0.022		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R007-RC.FTS	0	1.395	Z	-10.317	-09.997		OJ 287	URSA	STD				
2456026.30510	14.031	0.022		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R008-RC.FTS	0	1.398	Z	-10.310	-09.958		OJ 287	URSA	STD				
2456026.30653	14.036	0.022		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R009-RC.FTS	0	1.400	Z	-10.310	-09.983		OJ 287	URSA	STD				
2456026.30771	14.002	0.022		R	OAR		146	149	7227EEG	CMAG:14.225 N:\CCD\OJ287\20120408\OJ287-S017-R010-RC.FTS	0	1.403	Z	-10.295	-09.986		OJ 287	URSA	STD				
2456026.627315	14.440	0.065		V	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.214	Z		15.266		OJ 287		STD				
2456026.64444	14.3			Vis.	KRB	D	137	146	7068JNX	Bright			Z				OJ 287	AAVSO	STD				
2456027.568947	14.231	0.086		V	HDF		ENSEMBLE	000-BBQ-017	7068AND		1	1.099	Z		15.197		OJ 287		STD				
2456027.63978	14.237	0.031		V	CNY		136	128	7176czo	" 	Other chks: 133, 124 / 1X300sec/ unc=st dev from comps "	0		Z	13.62	12.800		OJ 287		STD				
2456028.36213	14.258	0.063		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.926		OJ 287	BAA-VSS	STD				
2456028.36286	14.233	0.009		V	PXR		ENSEMBLE	T	BAA VSS 251.02		0		Z		14.948		OJ 287	BAA-VSS	STD				
